image_name,group,strategy,generated_caption,best_f1,best_match_ref,human_caption_1,human_caption_2,human_caption_3,human_caption_4,human_caption_5
109738916_236dc456ac.jpg,bad,exp2_beam5,snow on the ground,0.2,People are riding around on snowmobiles .,People are riding around on snowmobiles .,People pose with helmets and goggles on while riding snowmobiles .,Several people are taking a break while on a snowmobiling ride .,Three people and two snowmobiles .,Two helmeted men sit on yellow snowmobiles while another man stands behind watching .
2500567791_101d5ddee3.jpg,bad,baseline,the fence is metal,0.0,,a black cow and a brown cow being chased by a dog,A black cow and a brown cow being chased by a dog,A brown and black bull runs from a small black dog .,A brown cow jumps near a black one as a dog herds them .,Dog chasing brown cow and black cow
2500567791_101d5ddee3.jpg,bad,exp1_longer,the fence is metal,0.0,,a black cow and a brown cow being chased by a dog,A black cow and a brown cow being chased by a dog,A brown and black bull runs from a small black dog .,A brown cow jumps near a black one as a dog herds them .,Dog chasing brown cow and black cow
2500567791_101d5ddee3.jpg,bad,exp2_beam5,the fence is metal,0.0,,a black cow and a brown cow being chased by a dog,A black cow and a brown cow being chased by a dog,A brown and black bull runs from a small black dog .,A brown cow jumps near a black one as a dog herds them .,Dog chasing brown cow and black cow
3209620285_edfc479392.jpg,bad,baseline,a man holding a baseball bat,0.0,,Two men at the beach twirl sticks with fire at the ends .,Two men carry long objects on the sand .,Two people are twirling fire sticks whilst standing on the sand .,Two people juggle fire sticks in the mud .,Two people stand out on the beach and hold long sticks that have flames on each end .
3209620285_edfc479392.jpg,bad,exp1_longer,a man holding a baseball bat,0.0,,Two men at the beach twirl sticks with fire at the ends .,Two men carry long objects on the sand .,Two people are twirling fire sticks whilst standing on the sand .,Two people juggle fire sticks in the mud .,Two people stand out on the beach and hold long sticks that have flames on each end .
3209620285_edfc479392.jpg,bad,exp2_beam5,two people playing baseball on the beach,0.4444,Two people are twirling fire sticks whilst standing on the sand .,Two men at the beach twirl sticks with fire at the ends .,Two men carry long objects on the sand .,Two people are twirling fire sticks whilst standing on the sand .,Two people juggle fire sticks in the mud .,Two people stand out on the beach and hold long sticks that have flames on each end .
3217266166_4e0091860b.jpg,bad,baseline,a group of people standing around a fire,0.0,,Children play with large hoops .,Little kids playing with sparklers at night .,Two small children are twirling sparkling rope .,Two young boys playing with sparklers .,Two young children and an older man play with sparklers .
3217266166_4e0091860b.jpg,bad,exp1_longer,a group of people standing around a fire,0.0,,Children play with large hoops .,Little kids playing with sparklers at night .,Two small children are twirling sparkling rope .,Two young boys playing with sparklers .,Two young children and an older man play with sparklers .
3217266166_4e0091860b.jpg,bad,exp2_beam5,a group of people holding sparkle sticks,0.0,,Children play with large hoops .,Little kids playing with sparklers at night .,Two small children are twirling sparkling rope .,Two young boys playing with sparklers .,Two young children and an older man play with sparklers .
3271252073_0a1b9525fc.jpg,bad,baseline,woman wearing a black coat,0.0,,The ladies are talking .,Three women are smiling with paintings behind them .,"Three women at an art gallery , two of the women holding wine glasses .","Three women talking and laughing , while 2 hold glasses of wine .","Three women talking , holding glasses of wine , with paintings in the background ."
3271252073_0a1b9525fc.jpg,bad,exp1_longer,woman wearing a black coat,0.0,,The ladies are talking .,Three women are smiling with paintings behind them .,"Three women at an art gallery , two of the women holding wine glasses .","Three women talking and laughing , while 2 hold glasses of wine .","Three women talking , holding glasses of wine , with paintings in the background ."
3271252073_0a1b9525fc.jpg,bad,exp2_beam5,woman wearing a black coat,0.0,,The ladies are talking .,Three women are smiling with paintings behind them .,"Three women at an art gallery , two of the women holding wine glasses .","Three women talking and laughing , while 2 hold glasses of wine .","Three women talking , holding glasses of wine , with paintings in the background ."
3362592729_893e26b806.jpg,bad,baseline,a group of people playing a game of badminton,0.0,,two dancers each wearing black outfits with battons in midair,Two girls in black toss their guns in the air .,Twome women in black jumpsuits throw objects in the air in sync .,Two women in black outfits and barefoot are looking up .,Two women in black practising throwing rifles in the air .
3362592729_893e26b806.jpg,bad,exp1_longer,a group of people playing a game of badminton,0.0,,two dancers each wearing black outfits with battons in midair,Two girls in black toss their guns in the air .,Twome women in black jumpsuits throw objects in the air in sync .,Two women in black outfits and barefoot are looking up .,Two women in black practising throwing rifles in the air .
3362592729_893e26b806.jpg,bad,exp2_beam5,a group of people playing a game of badminton,0.0,,two dancers each wearing black outfits with battons in midair,Two girls in black toss their guns in the air .,Twome women in black jumpsuits throw objects in the air in sync .,Two women in black outfits and barefoot are looking up .,Two women in black practising throwing rifles in the air .
3532782283_341f0381a3.jpg,bad,baseline,a cloudy sky,0.0,,Three people are facing the mountains .,Three people looking toward the mountains .,Three people stand looking in the direction of some mountains .,Three people watching the clouds in the mountains .,Three young adults gaze at the approaching storm .
3532782283_341f0381a3.jpg,bad,exp1_longer,a cloudy sky,0.0,,Three people are facing the mountains .,Three people looking toward the mountains .,Three people stand looking in the direction of some mountains .,Three people watching the clouds in the mountains .,Three young adults gaze at the approaching storm .
